id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,label
000000170982,-.14731,.09874,-.15629,-.44777,.94557,-.41526,.06797,-.01811,-.12375,.18859,-.99403,-1.00000,.78351,.69722,.93722,.78733,.92937,.94606,.00004,.91481,1
000000171590,.00178,-.13244,-.28882,-.41131,-.94590,.99926,-.00074,-.00071,.03261,.03077,-.99384,-.99998,.70785,.75313,.87221,.88183,.93802,.79892,.92420,.36278,1
000000172490,.09010,-.09154,-.65167,-.70666,-.74536,-.99862,.02104,.06925,.19268,-.07182,-.99926,-.99967,.57421,.66107,.63998,.71896,.48211,.74163,.34077,.56527,1
000000173229,-.11300,.11425,-.34574,-.97203,-.98307,.37953,-.04028,.03891,.08706,.00068,-.99803,-1.00000,.80847,.75366,.90871,.36560,.95443,-.22123,.91681,-.81115,1
000000174303,-.07603,.15795,-.02374,-.28472,-.78579,-.83918,.12037,-.03978,-.88145,-.95374,.55557,.00755,.76607,.70525,.93995,.81577,1.00000,.91872,.98007,.92878,0
000000175863,.09013,-.15124,-.28000,-.14393,-.98197,-.98491,-.09645,.01825,-.05698,.00517,-.96623,-.99993,.79287,.85355,.86900,.95860,.91309,.98890,.91864,.91928,1
000000177064,.19017,-.00183,-.11305,-.28746,-.98043,.90810,-.02825,.02692,.03461,.19089,-.99952,-.98115,.79294,.83003,.89495,.90393,.94153,.94732,.90289,.72621,1
000000177407,.28866,-.48442,-.79154,-.32933,-.93509,-.97805,.36311,-.35444,.47557,-.14149,-.98801,-.94920,.81483,.92539,.57959,.99690,.37871,.99693,.19311,1.00000,1
000000177467,.07220,-.01634,.11332,-.24230,-.90257,-.94072,.06376,-.09289,-.00343,-.06640,-.99507,-.96212,.78694,.80683,.92894,.90681,.98827,.89467,.95967,.79876,1
000000177705,.63498,-.67561,-.73995,-.77276,-.91898,.97879,-.31379,.08163,-.23540,.65002,-.96001,-.50251,.55198,.94733,-.50013,.97416,-.94754,.93027,-.69049,.30259,1
000000178996,.04987,-.04974,-.29425,-.25154,-.86228,-.94799,.04606,-.04530,-.01299,-.15215,-.99651,-.99407,.80811,.83375,.87986,.91929,.95366,.96699,.91402,.91888,1
000000179034,.02143,-.00407,-.54466,-.88575,-.91878,.85420,-.31466,.31627,-.89640,.83729,-.21636,-.58350,.79272,.73052,.81127,.59402,.76661,.75094,.83270,.11695,0
000000183762,.14564,-.12512,.27518,-.35418,-.78008,-.99912,.07073,.08053,-.00362,-.19747,-.93521,-.99892,.78807,.81875,.97202,.91305,.99521,.93960,.98727,.88833,1
000000184227,-.29768,.31452,-.64489,-.99177,.21981,-.90145,.21834,-.23185,-.98147,-.99586,.04549,-.67995,.75616,.49658,.83890,.09821,.75262,-.26247,-.02302,.04799,0
000000185243,-.29239,.30469,-.39355,.25566,.87696,.43495,.03037,-.03287,-.34486,-.02000,-.79130,-1.00000,.84410,.71739,.94625,.91910,.62827,.87387,.09041,.24071,1
000000186794,.06305,.05512,-.39346,-.42064,-.08256,-.51632,.03987,-.13502,.01226,-.02391,-.99721,-.99550,.70923,.68383,.80318,.80121,.67437,.93915,.35706,.88881,1
000000188085,-.65064,.80351,.11189,.40622,-.81377,.21422,-.18875,.11844,.04921,-.08845,-.89933,-.96199,.98288,.97078,.90032,.91931,.68495,.60003,.84256,.50129,1
000000188935,.06533,-.06401,-.83765,-.33212,-.59863,-.28488,.00201,-.00194,-.10967,-.15587,-.99979,-.98801,.82077,.77374,.67689,.88067,.81660,.98758,.69223,.95228,1
000000190881,.40842,-.35729,-.14365,-.36092,-.36564,-.29393,.05544,-.14131,-.91697,-.99703,-.20606,.01969,-.25787,.47723,.51442,.87721,.82848,.99684,.92970,.93950,0
000000194336,.08094,.03100,-.34811,-.08592,-.99372,-.99535,.00724,-.00275,-.04168,.06689,-.99239,-1.00000,.66610,.67945,.80522,.90094,.86350,.95123,.82989,.87718,1
000000194499,.02115,-.04685,-.40108,-.29792,-.99971,-.96066,.03702,-.15699,.16973,.01625,-.99634,-.97393,.72584,.73252,.82354,.88020,.85095,.93679,.81312,.83561,0
000000195355,.12680,-.13254,.27577,.34435,.78926,.89327,-.03543,-.06925,-.88743,-.97670,.42950,.28416,.45733,.59468,.93331,.99999,.95807,.99957,.86909,.99831,0
000000195731,.05305,-.04301,-.63620,-.44889,-.03728,-.83111,.06673,.00515,-.00050,-.18404,-.97771,-.99708,.81028,.86361,.77804,.88696,.88203,.96084,.70476,.90302,1
000000197383,-.02375,.07989,-.13649,-.17365,-.99954,-.96754,.00061,-.07957,.06710,.00425,-.99211,-1.00000,.83957,.80339,.94341,.90249,.96669,.95317,.92122,.92250,1
000000197886,.05628,-.05663,-.20245,-.38778,-.90996,-.93647,.05172,-.05274,-.14831,-.12611,-.99256,-.99863,.72940,.77956,.87362,.88402,.95657,.94509,.91771,.90878,1
000000198645,-.41945,.35407,-.23581,-.47968,.16215,.90021,.14603,-.04223,.93272,-.97513,-.48634,.99827,.88522,.64455,.98836,.64800,.95951,.36342,.99946,.19107,0
000000199553,-.40740,.40800,-.28009,-.12471,.09931,.11051,-.09801,.08072,-.19642,.01102,-.99961,-.82182,.96507,.94107,.99960,.89439,.87627,.56218,.97404,.62302,1
000000201209,-.04286,.09059,-.00265,-.09559,-.98925,-.98333,.05694,-.14504,.14742,.12425,-.99773,-.99649,.90676,.88808,.98541,.95031,.99895,.94443,.96760,.96559,1
000000201601,-.08263,.08325,-.13343,-.16433,-.98417,-.99976,-.05094,.04822,-.04143,.19956,-.96055,-.99754,.87387,.85255,.96354,.91955,.98812,.94048,.93185,.94062,1
000000204899,-.93216,.88171,-.33338,-.05256,-.39540,-.99494,-.26978,.25569,.14639,-.59273,-.87348,-.31094,.97676,-.52792,.91492,.08881,.58957,.31503,.99130,.88070,0
000000205650,-.10097,.12860,.03618,-.24622,.33915,-.23494,-.05788,-.03131,-.06686,.04347,-1.00000,-.99976,.79169,.67346,.96237,.81834,.97230,.76271,.98652,.76115,1
000000206754,-.05542,.13142,-.31647,-.23962,-.93579,-.89407,.02066,-.02138,.07462,.15940,-.98614,-.99560,.81578,.82376,.90571,.88020,.96400,.85028,.90253,.71001,1
000000206837,-.01846,-.12484,-.29298,-.40350,-.89326,-.98226,-.02033,-.02570,-.12076,.07689,-.95543,-.99970,.79437,.82312,.89296,.90122,.96858,.94330,.92837,.91286,1
000000207019,.04142,-.04187,-.32378,-.20459,-.87663,-.16875,.01613,-.08261,-.04378,-.28290,-.99896,-.99984,.77058,.74993,.86526,.91718,.92441,.99911,.89965,.99882,1
000000207634,-.00218,.12662,-.55124,-.74358,.99235,.94100,.03378,-.03440,-.13973,-.07076,-.99371,-.99830,.70758,.65360,.77068,.62323,.52692,.15047,-.34830,-.76204,1
000000208283,-.18816,.20087,-.46943,-.88377,-.99564,-.98257,.12482,-.11834,-.07741,.09901,-.99409,-.99860,.76913,.70051,.88362,.07916,.89811,-.27857,.83566,-.56902,1
000000208376,-.17691,.03126,-.36450,-.26540,-.96715,-.96649,.00266,-.00029,.01220,-.08630,-.98794,-.97304,.81355,.71942,.91827,.86812,.96863,.93626,.92694,.91479,1
000000208597,.00041,.00093,-.41832,-.98469,-.93620,-.98509,-.02541,.02279,.15279,.02684,-.98815,-.99843,.78841,.81130,.24317,.52258,-.39271,.45966,-.77356,.17876,1
000000209380,-.10140,.21326,-.21170,-.31806,.16042,-.71526,.03781,.02560,.15864,-.59204,-.99874,-.82587,.41985,.16101,.85850,.60768,.98990,.81225,.93926,.85399,0
000000211172,-.18177,.14041,-.46696,-.54521,.49557,-.40644,.03795,.04487,.02759,-.39549,-.99996,-.54501,.77136,.71989,.88392,.73893,.94716,.88824,.78058,.88181,1
000000211486,.00210,-.04321,-.16262,-.25550,.16494,-.68387,.03126,-.09393,.05300,.14058,-.96458,-.99970,.82269,.80615,.92832,.90589,.99896,.85005,.99992,.75579,1
000000213555,.14508,-.08426,-.33054,-.57324,-.99304,-.00380,.02282,.09989,-.96636,-.87772,.50403,-.15660,.63034,.70351,.76927,.78175,.82918,.88893,.74758,.70911,0
000000213933,-.38412,.38591,-.45875,-.79062,-.93361,.91468,-.00272,.00086,.06584,.08392,-.99772,-.99524,.87463,.66687,.95695,.44707,.99326,.18950,.85353,-.26208,1
000000213970,.03657,-.00211,-.38174,-.19063,.27370,.28511,.03751,-.07731,.68525,-.48579,-.61728,-.75697,.59787,.57940,.80661,.87501,.92357,.96027,.81279,.94987,0
000000215280,.06703,-.17580,-.67811,-.74370,-.58253,-.99803,.14376,-.05726,-.99539,.97828,-.08679,-.43626,.73281,.80820,.71033,.80063,.85309,.78884,.89349,.34441,0
000000215652,.95476,-.95419,-.03841,-.13629,-.82593,-.92161,-.05720,.05985,-.62045,-.96499,-.77174,.89844,-.92763,.96861,-.75171,.34821,-.36195,-.00285,.99967,.93537,0
000000216075,-.11710,.19348,.09224,-.21801,-.13603,-.65993,.13344,-.04929,-.53692,-.92241,.99204,.66754,.72686,.65490,.94486,.78420,.99989,.89928,.97501,.88687,0
000000219135,.01571,-.01566,-.01120,-.67082,-.97799,-.93408,.24620,.02786,-.99997,-.98391,.67361,.16646,.68951,.70086,.91459,.24407,.97434,-.17278,.94250,-.54635,0
000000220050,-.44563,.47109,-.08622,.00204,.27208,-.34258,-.06460,.01100,-.27420,.02648,-.99961,-.99722,.82119,.30559,.99348,.71903,.98043,.97852,.73218,.98220,1
000000220317,.20095,-.23286,-.37597,-.38538,.00870,-.31363,.01852,-.07861,-.70468,-.91211,-.69608,-.58433,-.20021,.23364,-.78098,-.45529,-.97629,-.73854,.89129,.88368,0
000000221523,.16849,-.16832,-.82710,-.49548,-.95554,.24078,.07272,-.02130,-.99998,.39993,.29576,-.93424,.58109,.72620,.48773,.84931,.38143,.99439,.40300,.99709,0
000000222206,.02603,.06588,-.08009,-.12929,.58182,-.87119,.01185,-.01160,.10737,.03746,-.98642,-.99044,.74362,.70521,.91577,.87332,.81061,.94657,.60433,.85867,1
000000224079,-.75794,.78372,-.36671,-.12084,-.76873,.49802,-.22235,.18161,-.85527,-.98816,.53292,.34684,.93729,.31809,.99990,.45475,.97399,.24393,.89548,.45025,0
000000224322,-.20292,.16329,-.20733,-.33890,-.95735,-.94551,.07590,.01526,.32733,.29036,-.99877,-.99514,.87691,.75594,.96908,.81614,.99762,.77941,.92730,.78930,1
000000225529,.15456,-.21556,-.14143,-.32489,-.98146,-.85423,-.00170,.00006,.03344,-.12138,-.99951,-.99998,.73676,.81588,.87943,.92954,.88026,.99225,.90253,.92376,1
000000227852,-.36094,.40629,.44542,-.71839,-.64634,-.71500,-.30309,.30785,.38853,-.22739,-.79616,-.86301,.93115,.81920,.97468,.60026,.66581,.34687,.18916,-.28116,1
000000232054,.13008,-.07430,-.06981,.04310,-.71871,-.81211,.06419,.16073,.13347,-.20587,-.98312,-.98906,.67214,.74809,.87826,.94292,.97476,.98991,.96699,.95864,1
000000233926,.30922,-.36428,-.71602,-.29042,-.94884,-.42837,-.08565,.08393,.07476,-.02719,-.99997,-.98986,.66484,.85179,.53966,.96949,.39607,.98680,.48600,.99418,1
000000235110,-.18040,.37249,-.61563,.08811,-.50843,-.85561,-.27045,.24647,-.43738,.19714,-.61091,-.86038,.89482,.84780,.89042,.91333,.73062,.93626,.60689,.73043,1
000000235609,-.03825,.00239,-.50625,-.31409,.95764,.76431,-.02428,.02466,.06337,.00025,-.99899,-.99985,.76692,.77947,.83096,.88074,.89137,.82056,.59891,.55672,1
000000235991,-.13056,.09702,-.34917,.05973,.75010,.66544,-.01330,.01267,.02282,-.02489,-.98535,-.99328,.79400,.70322,.90527,.92123,.95576,.99973,.79887,.99875,1
000000237944,-.13941,.02041,-.17294,.12050,.38659,-.04273,.04193,-.04455,-.00071,-.50534,-.94824,-.74924,.83751,.79846,.94848,.96726,.98242,.97076,.91866,.91906,0
000000238025,.24928,-.21134,-.47787,-.73179,-.77050,-.26790,-.04531,.10427,.10185,-.00058,-.99915,-.99988,.51701,.73137,.64519,.78209,.80859,.96273,.82484,.85175,1
000000238074,.04229,-.00335,-.33735,-.27270,-.95642,-.97722,.04843,.01270,.08094,-.00106,-.98694,-.99690,.78971,.80014,.86674,.89739,.92406,.94252,.86427,.88312,1
000000239202,-.18403,.15009,-.64791,-.77208,-.14136,-.69830,.25770,-.26587,-.89176,-.51332,-.29083,-.97619,.92041,.88316,.89634,.78675,.67075,.54674,.36340,.00242,1
000000239208,.05532,.02292,-.79617,-.42684,-.92601,-.98890,-.05331,.10135,.19652,-.24149,-.91884,-.99539,.81179,.81246,.69468,.85237,.54428,.84215,.24696,.73496,1
000000239436,-.83987,.83723,-.58639,-.31931,-.85066,-.80297,.08845,-.08572,-.93792,-.61465,.37717,-.96602,.91627,-.62435,1.00000,.00081,.94944,.37808,.74632,.97915,0
000000239644,-.56818,.53191,-.01062,-.35442,-.98723,-.79685,-.14694,-.02829,.97538,-.92561,-.20536,-.51629,.93230,.80267,.99271,.70293,.95076,.52530,.86476,.88456,0
000000239745,-.08858,.20513,-.30901,-.15459,-.69335,-.59260,.02278,.02395,.01826,.16869,-.99887,-.97972,.77881,.68784,.90264,.83725,.94587,.73055,.83591,.58737,1
000000239757,.46887,-.46773,-.41504,-.28769,.11841,-.89695,.08959,-.08241,-.88338,-.99798,-.93923,-.56169,.32563,.81423,.48215,.96770,.20415,.99788,.34305,.82086,0
000000240340,.31113,-.31162,-.81886,-.76755,-.99842,-.31400,-.05270,-.25270,-.68341,-.01560,-.25647,-.99958,.67139,.84175,.49560,.84550,.41399,.97772,.39776,.83488,0
000000241838,.04869,-.10592,-.97236,-.96535,.28196,.22818,-.07556,-.09782,-.09302,-.03531,-.99886,-.99729,.76833,.79033,.50295,.60745,.10414,.20471,-.34743,-.27155,1
000000241945,-.07471,.03730,-.40123,-.05868,-.62386,-.10796,-.08891,.08904,-.97433,-.99969,.74230,.76759,.71135,.68590,.84243,.90568,.96847,.99797,.86411,.96153,0
000000242610,-.23538,.27733,-.21724,-.23852,-.95095,-.91463,-.14096,.06109,-.20245,.02181,-.99247,-1.00000,.84532,.75197,.96016,.81057,.99622,.76842,.92462,.72108,1
000000242931,.17514,-.15276,-.38678,-.25957,.73148,-.97089,.03607,-.10655,-.53980,.55813,.82647,.86106,.66760,.78897,.76975,.92521,.44490,.92848,.14865,.77738,0
000000242945,.05344,-.00139,-.39823,-.42246,-.54197,-.02255,-.00009,-.00114,.17215,.22919,-.99523,-.84626,.79984,.78124,.84801,.84667,.92370,.91643,.80831,.78057,1
000000244692,.00584,.04146,-.70976,-.21449,.28955,-.96786,.05295,-.07547,.17216,-.15168,-.99983,-.99183,.75230,.77821,.72838,.89893,.46236,.95074,.01799,.92007,1
000000246649,-.84819,.84760,-.80993,.88750,-.98063,-.89215,-.35286,.42210,.15986,-.01236,-.66711,-.90970,.99119,.92872,.73311,.74740,.57347,.51276,.59577,.48929,1
000000246863,.01669,-.05864,-.29649,-.49403,-.99991,-.91636,.19408,-.11963,-.98703,-.60381,.77215,.87625,.54324,.62716,.77486,.80146,.84479,.91193,.64877,.94062,0
000000250357,-.00195,-.04814,-.19986,-.60020,-.80799,.07164,.03008,.15230,-.84214,-.97316,.28225,.36707,.70744,.75750,.88127,.79168,.96798,.95997,.93174,.90733,0
000000252020,-.15029,.08393,-.14778,-.14039,-.98756,-.98419,-.16719,.05232,.64476,-.29290,-.87547,-.44140,.57746,.42626,.87686,.80404,.95994,.85691,.92075,.83712,1
000000252439,.00101,-.00174,-.78073,-.49402,-.99968,.51199,.02998,-.03067,-.11155,.04019,-.99367,-.97954,.76753,.67896,.70635,.78578,.69168,.62740,.39099,.35337,1
000000254481,.87920,-.13402,-.15153,.97169,-.14264,.05112,-.07351,.07091,-.49154,.05676,-.44632,-.79127,.99852,.97794,.79992,.59644,.54825,.27478,.16333,.07114,1
000000255800,.24576,-.21543,-.58187,-.56468,-.70259,-.98138,.00045,-.00063,-.10257,-.01489,-.99981,-.99990,.76268,.84745,.70440,.88559,.56534,.87375,.46026,.57595,1
000000257723,.58261,-.51217,-.77880,.28011,-.80130,-.51953,-.04746,.04774,-.87789,.97574,-.29717,-.23960,.37280,.89594,.18119,.97036,-.15141,.69113,.28525,.91578,0
000000258611,-.54517,.52184,-.94744,-.97860,-.03471,-.93883,-.10416,-.27116,.23375,-.92829,-.62575,.99894,.85164,.40449,.82077,-.00629,.92146,-.21883,.27770,.24643,0
000000258679,-.59539,.62186,-.44724,-.29359,-.28046,-.99925,-.04303,.04525,-.11345,-.31288,-.99931,-.96747,.85178,.14606,.97869,.41895,.99098,.45555,.87389,.79451,1
000000259153,.06494,-.05928,-.16560,-.60135,-.82821,-.99714,-.22949,.13509,-.55597,-.87545,-.99393,-.63565,.79826,.85739,.87174,.84531,.94685,.85154,.89724,.60668,0
000000259676,.02631,-.05624,-.25893,-.40739,.86447,.99392,-.04468,.00113,-.63906,.13777,-.84063,-.98992,.74831,.78882,.86570,.86482,.81363,.85475,.57601,.41496,0
000000260370,-.08514,.00224,-.30304,-.57433,.55221,.45777,-.00195,-.08675,-.06276,-.02801,-.99868,-.99999,.83827,.73166,.92478,.77526,.98740,.86313,.97265,.73209,1
000000260791,.01921,-.04276,-.28852,-.60227,.98402,-.30887,-.03836,.03334,.26734,.13367,-.99965,-.99317,.74934,.72321,.87202,.77162,.86936,.94727,.71070,.82979,1
000000260838,.05905,.00108,-.30234,-.28165,-.76302,-.97808,.01946,-.09331,-.10134,.02379,-.99883,-.99425,.54432,.55535,.78749,.83281,.72607,.91868,.50688,.92412,1
000000261239,.01837,-.02198,-.65036,-.82332,-.86911,.94361,.03562,-.03157,.11242,-.08356,-.99706,-.99972,.77608,.80478,.01591,.73900,-.54285,.44728,-.76573,-.86049,1
000000261315,.50585,-.41866,.08783,.06787,-.99987,-.67487,.28765,-.46630,-.83402,.57516,-.29366,-.47399,.80278,.92338,.86227,.99953,.87260,.91399,.91241,.96210,0
000000262041,-.69072,.73137,-.33149,-.62502,-.98213,-.98320,.05744,-.13661,-.06517,.02005,-.97803,-.98971,.87862,-.22139,.99997,-.01438,.99664,.08933,.84185,.56328,1
000000263505,.09336,-.08582,-.42643,-.43410,-.65520,-.98094,.02210,-.02669,-.74076,-.51999,-.68740,-.81057,.67078,.70686,.77937,.81763,.86963,.84237,.77594,.63842,0
000000264608,.05387,-.05503,-.20355,.03323,-.93382,-.99999,.03580,.02509,.13973,-.11680,-.99960,-.99091,.76227,.77891,.89343,.94532,.95939,.97684,.96310,.90842,1
000000265353,.20765,-.13000,.01395,-.25976,-.54347,-.45833,-.10437,.00102,-.29080,-.34231,-.99530,-.99998,.68677,.75372,.89001,.91456,.99170,.98569,.99213,.95150,1
000000266443,.25501,-.07112,-.53179,-.21826,.99454,-.98836,.02512,.07937,-.11536,.10583,-.99914,-.99851,.76819,.83804,.73146,.93454,.79152,.96791,.08549,.90524,1
000000266990,-.20513,.24308,.02194,.08319,-.69575,-.43762,-.25981,.37204,.84630,-.99792,-.99524,-.52315,.79356,.66301,.98497,.86416,.95918,.74653,.94746,.53757,0
000000267848,.00076,-.03992,-.17077,-.53812,-.97844,-.21279,.17693,-.22699,-.27153,-.17439,-.90475,-.86121,.81721,.83529,.92256,.85069,.92408,.97338,.81523,.95791,1
000000269566,.34619,-.29983,-.26660,-.31470,-.96914,-.98443,.03420,-.03507,.09952,-.02580,-.67930,-.99671,.60579,.83169,.72008,.95118,.69353,.98733,.62853,.93113,1
000000269788,.04713,-.00469,-.17736,-.05336,-.98195,-.99655,-.01600,-.06669,.04104,-.01891,-.99999,-.99610,.63184,.62443,.88025,.91394,.94211,.96603,.92006,.94094,1
000000270749,.00057,.02824,-.46396,.02982,-.98421,-.99622,-.12116,.04457,-.33755,-.34575,-.67609,-.85798,.56014,.57709,.75437,.85900,.82562,.94677,.89001,.76633,1
000000273001,-.24544,.33336,-.77589,-.12650,-.80065,-.97402,-.05949,.07499,.11238,.41869,-.86691,-.99569,.83490,.75382,.81978,.83607,.87995,.88917,.59409,.90841,1
000000275393,-.09138,.05132,-.74226,-.66787,-.99801,-.87301,-.24323,.15114,.23068,-.58531,-.87869,-.99881,.80875,.75342,.76850,.72959,.74166,.59743,.67757,.33056,0
000000276077,.20277,-.16272,-.03136,.24326,-.99990,-.78414,.06182,-.00029,.18073,.28013,-.99023,-.99260,.76904,.84328,.90223,.99989,.93243,.92026,.92599,.91418,1
000000277406,.43263,-.60467,-.81806,-.75051,.98458,-.25371,.21270,-.26626,-.91676,.91326,.46672,-.63424,.55303,.89803,.32547,.95025,.31514,.98640,-.01075,.96396,0
000000277746,.06437,.07999,-.35418,-.33157,-.67773,.96969,.03399,-.03387,.14462,-.02592,-.99940,-.97948,.65959,.58172,.81116,.76278,.91459,.72386,.85659,-.28140,1
000000278977,-.38329,.36752,-.42000,-.98340,-.14057,-.98137,.06078,-.12880,.68197,-.70547,-.90345,-.55765,.82744,.45367,.93589,.13693,1.00000,-.02546,.91454,.10066,0
000000279373,.11617,-.18493,-.36481,-.41104,-.99974,-.99366,.03697,.02666,.06577,.18217,-.99905,-.99964,.68164,.75913,.79730,.88725,.82151,.90543,.77246,.78712,1
000000279530,-.12393,.12568,-.64308,-.52475,.96694,-.99906,-.11155,.04867,-.02448,.02267,-.99917,-.99914,.77896,.68490,.81126,.73410,.83851,.73747,.50762,.63848,1
000000280805,.46379,-.61724,-.57148,.12803,.19145,.36356,.09213,-.17799,-.11857,.27770,-.99881,-.98154,.64111,.90853,.53451,.98783,.15992,.83849,.32252,.86144,1
000000282431,.25809,-.08700,-.45989,-.18599,-.12276,.16573,.04547,.07236,-.02091,.00586,-.99582,-.99995,.67461,.76582,.70932,.90986,.77604,.99999,.71221,.96689,1
000000282889,.01411,.04433,-.25652,-.30210,-.93460,-.95492,-.02012,.01909,-.08685,.11922,-.99823,-.99990,.80453,.78142,.89569,.86493,.95582,.92286,.89979,.85292,1
000000285799,-.07719,-.00084,-.10653,-.05666,-.98822,-.98412,.08926,.02644,-.09527,-.15329,-.96090,-.99981,.75388,.70646,.94025,.92432,.95628,.97533,.91807,.96333,1
000000288408,.40219,-.40338,-.05381,-.17032,-.99996,-.97838,.00596,-.00124,-.08835,-.06260,-.89190,-.93848,.65776,.87494,.81010,.99201,.84109,.99879,.94518,.93266,1
000000288649,.19912,-.02413,-.92387,-.77466,.99987,.96293,-.07580,-.01118,-.14079,.09741,-.99114,-.97614,.74365,.81080,.46168,.74181,.62250,.99065,.23361,.10568,1
000000288654,.07611,-.07957,-.23142,-.43497,.99916,-.98591,.05936,.04707,-.00321,.09929,-.99646,-.99710,.73265,.79742,.87379,.87211,.82676,.86797,.54949,.73946,1
000000288964,-.00005,.05554,-.77592,-.51320,.71897,.72069,-.08250,.03355,-.99595,-.23363,.53682,-.98899,.68198,.65916,.65351,.75926,.40307,.97571,.21083,.82724,0
000000289152,.10421,-.05676,-.18771,-.04627,-.99998,-.88216,.19648,-.12439,-.67072,.27103,-.98011,-.88686,.58237,.64462,.82100,.92956,.87885,.99517,.82904,.98698,0
000000289263,.01836,.00991,-.41017,-.89117,-.51350,.49701,.15705,-.15769,-.07301,-.06647,-.99978,-.92108,.83706,.90089,.88120,.30536,.99086,.03271,.96803,-.73155,1
000000290378,.33344,-.39977,-.33985,-.55538,-.54542,-.01574,-.11428,.19636,-.99192,-.97832,.43225,.10504,.54113,.81496,.65458,.91214,.44949,.97194,.51796,.71319,0
000000290412,-.17456,.10396,-.48839,-.32927,-.91241,-.99116,-.37986,.18281,-.17199,.07979,-.99652,-.96935,.69402,.59521,.83764,.78871,.83760,.86382,.67945,.81396,1
000000290979,-.05047,.16508,-.65413,-.71352,-.98881,-.98909,.00189,-.06651,.10398,-.12015,-.95760,-.99861,.72837,.59248,.75814,.58304,.74748,.61746,.32689,.63781,1
000000291915,-.09320,-.11117,-.34142,-.40254,-.99815,.50460,-.01295,.01268,.18502,.04201,-.99946,-.99316,.81130,.78622,.91380,.88803,.93848,.99770,.95917,.95693,1
000000295154,.67163,-.71881,-.15179,-.53009,.90863,-.10217,.15863,.04839,-.32270,-.11073,-.42466,-.52385,-.50461,.80850,.28732,.98987,.34919,.95810,.65617,.94389,0
000000295196,.40631,-.44188,-.80918,-.56605,-.62139,-.14672,.15135,-.14449,-.98023,.89610,-.29910,.07140,.37716,.80629,.28124,.92095,.45831,.99641,.60291,.84868,0
000000295620,-.08191,.14207,-.62302,-.40731,.80387,.12922,.02216,.05484,.25365,.05230,-.97825,-.96784,.62416,.46127,.73637,.67851,.49927,.40261,-.05402,.35346,1
000000295780,-.39505,.43762,-.02911,.12602,-.75514,-.98460,.02771,.11941,-.88632,-.96856,.63397,.80072,.84201,.61538,.99571,.85641,.95498,.91436,.99919,.98083,0
000000296540,-.00106,.06097,-.32890,-.26450,-.97473,-.97165,.01383,-.05904,-.04562,-.05766,-.99957,-.98978,.76508,.74738,.86848,.86216,.91878,.92485,.81389,.88954,1
000000297724,.30291,-.30512,-.09231,.17518,-.45600,-.48905,-.07825,-.11346,.09242,-.10389,-.99989,-.99916,.85416,.91077,.89357,.99866,.73428,.88313,.76223,.93328,1
000000297870,-.10552,.10568,-.18312,-.06522,-.99684,-.47606,-.06967,-.01360,-.12117,-.03964,-.99233,-.99739,.81112,.71607,.94221,.90529,.96919,.99259,.93068,.98925,1
000000298868,.01598,.00057,-.11962,-.25182,-.98408,-.99220,-.00096,.00168,.03260,.00194,-.99946,-1.00000,.62048,.70755,.86809,.88183,.89968,.89831,.87957,.79173,1
000000299986,-.07605,.04408,-.34671,-.25731,-.15330,-.95515,.01353,.00437,-.26234,-.78316,-.97533,-.53773,.64481,.60004,.86016,.83899,.99065,.90790,.94264,.92356,0
000000303768,.13030,.00746,-.37817,-.06319,.40233,-.57690,-.07150,.06927,.05113,.14015,-.99865,-.98947,.81602,.80850,.84825,.94953,.57561,.99850,.49256,.97754,1
000000304459,-.41249,.48216,-.25714,.36782,-.75505,-.85106,-.23038,.11198,-.20590,-.02834,-.99451,-.98459,.87545,.60438,.98645,.87335,.99126,.84804,.99511,.83932,1
000000306061,.07073,-.13434,-.42987,-.37818,-.99588,-.83404,-.00054,-.00069,.00050,.02511,-.97881,-.99861,.74156,.73571,.82197,.88673,.85364,.98275,.81358,.95383,1
000000306495,.12888,-.12486,-.25749,-.25768,.93007,-.58939,-.02346,.02635,-.01055,-.07260,-.99905,-.93652,.59881,.71856,.80274,.90347,.37806,.98629,-.03684,.93703,1
000000306803,-.02102,.14028,-.41889,.30725,.72733,.68554,-.05447,.03595,.07933,-.04799,-.99746,-.94464,.78487,.73635,.85397,.92123,.92102,.98581,.77768,-.51434,1
000000308506,.55878,-.44257,-.13997,-.06146,-.99579,-.37710,.70701,-.68702,-.79022,.68727,.18523,-.11317,.77946,.92102,.75719,.99867,.73460,.88496,.68268,.89026,0
000000308630,-.10536,.00420,-.55754,-.79870,-.38110,-.99638,-.02542,-.10624,.00147,-.21062,-1.00000,-.98905,.70718,.62586,.81719,.61116,.92890,.59068,.88983,.39698,1
000000309870,-.00038,-.03035,-.36642,-.35576,-.51047,-.52641,.04877,-.00001,.93071,.20768,-.73985,-.99808,.70721,.71728,.83692,.85279,.94861,.93604,.87986,.88254,0
000000309875,-.06436,.06963,-.31351,-.21940,-.94745,-.99506,-.05042,-.05259,.05129,-.05566,-.99188,-.99880,.83010,.78717,.90749,.88009,.95277,.90992,.86576,.83908,1
000000310214,.91896,-.92553,-.04421,-.18412,-.95057,-.31305,.25187,-.27595,-.68143,-.30946,.90943,.61794,-.87868,.94763,-.86328,.36345,-.62525,-.28730,.84826,.98164,0
